Account_ID,Account_Name,Industry,Country,DUNS,Owner
A485,Orion Tech 35,Healthcare,Germany,688638365,Vikram
A486,Prime Labs 36,Energy,Singapore,506258874,Priya
A487,Zen Health 37,Energy,Germany,301864129,Amit
A488,Orion Systems 38,Manufacturing,United States,628276702,Rahul
A489,Apex Tech 39,Banking,United States,570746273,Sneha
A490,Blue Tech 40,Healthcare,India,635148365,Neha
A491,Delta Systems 41,Retail,IN,,Sneha
A492,Prime Tech 42,Energy,United Kingdom,575625690,Rahul
A493,Vertex Systems 43,Retail,United States,435124877,Amit
A494,Lumen Systems 44,Energy,India,155928537,Sneha
A495,Zen Labs 45,Retail,India,524995927,Rahul
A496,Terra Group 46,Retail,India,,Priya
A497,Delta Tech 47,Misc,Singapore,235106204,Divya
A498,Delta Group 48,Banking,Singapore,244667571,Rahul
A499,Vertex Health 49,Software,germany,447549695,Karthik
A500,Lumen Holdings 0,Misc,Singapore,681544961,Rahul
A501,Prime Holdings 1,Manufacturing,Singapore,356395115,Priya
A502,Prime Retail 2,Software,Singapore,404007541,Divya
A503,Nova Systems 3,Misc,india,621162378,Rahul
A504,Prime Group 4,Energy,Singapore,,Priya
A505,Zen Group 5,Banking,India,487541399,Vikram
A506,Apex Health 6,Energy,UK,,Priya
A507,Zen Labs 7,Manufacturing,India,292090149,Vikram
A508,Terra Energy 8,Energy,India,279110141,Vikram
A509,Delta Holdings 9,Manufacturing,Singapore,438395096,Divya
A510,Prime Labs 10,Healthcare,United Kingdom,329703585,Karthik
A511,Vertex Group 11,Banking,United Kingdom,739695468,
A512,Orion Tech 12,Retail,United States,928416590,Karthik
A513,Lumen Holdings 13,Software,Singapore,494152254,Sneha
A514,Orion Health 14,Software,United States,182894551,Neha
A515,Vertex Systems 15,Healthcare,US,,Divya
A516,Prime Labs 16,Banking,United Kingdom,800916306,Rahul
A517,Apex Health 17,Healthcare,Germany,639449617,Amit
A518,Prime Group 18,Manufacturing,India,411152157,Amit
A519,Delta Systems 19,Energy,US,527915151,Amit
A520,Vertex Retail 20,Energy,United States,889917232,Sneha
A521,Orion Labs 21,Manufacturing,IN,473992719,Divya
A522,Apex Health 22,Healthcare,Singapore,574819483,Neha
A523,Zen Retail 23,Retail,India,220658235,Sneha
A524,Blue Health 24,Misc,Singapore,456349916,Sneha
A525,Lumen Health 25,Manufacturing,United States,850282713,Vikram
A526,Lumen Tech 26,Banking,Singapore,763534625,Neha
A527,Nova Labs 27,Energy,India,215847550,
A528,Zen Labs 28,Energy,DE,741138124,Amit
A529,Lumen Group 29,Energy,USA,427413432,Vikram
A530,Apex Energy 30,Healthcare,United States,638214657,Rahul
A531,Prime Tech 31,Healthcare,United Kingdom,521815818,Priya
A532,Lumen Retail 32,Manufacturing,DE,453566796,Amit
A533,Blue Retail 33,Healthcare,United States,245226262,Amit
A534,Blue Energy 34,Misc,SG,921879587,Vikram
A535,Orion Group 35,Energy,Germany,936560721,Amit
A536,Apex Health 36,Manufacturing,United States,838066391,
A537,Vertex Holdings 37,Manufacturing,India,297543237,Neha
A538,Blue Holdings 38,Banking,Germany,389758574,Sneha
A539,Zen Systems 39,Software,United States,448854016,Sneha
A540,Prime Tech 40,Software,Germany,897218787,Rahul
A541,Nova Group 41,Banking,Singapore,677532596,Rahul
A542,Prime Tech 42,Software,Singapore,988651295,Amit
A543,Orion Tech 43,Retail,Germany,197110078,Priya
A544,Terra Holdings 44,Healthcare,United States,733846414,Sneha
A545,Nova Health 45,Energy,Germany,871348981,Priya
A546,Vertex Energy 46,Energy,India,649397669,Amit
A547,Lumen Labs 47,Misc,Germany,808165309,Amit
A548,Blue Tech 48,Healthcare,United States,410075739,Priya
A549,Zen Tech 49,Healthcare,US,683579921,Neha
A550,Zen Group 0,Software,USA,687703577,Sneha
A551,Blue Holdings 1,N/A,india,999811151,Divya
A552,Apex Systems 2,Retail,IN,842507091,Amit
A553,Terra Energy 3,Banking,Germany,506883029,Vikram
A554,Nova Health 4,Banking,Singapore,665918566,Sneha
A555,Terra Tech 5,Energy,United States,194134670,Karthik
A556,Terra Energy 6,Manufacturing,Germany,239278422,Neha
A557,Vertex Group 7,Manufacturing,Singapore,307828574,
A558,Vertex Systems 8,Retail,India,544573290,Divya
A559,Zen Tech 9,Energy,Singapore,430468261,Divya
A560,Nova Energy 10,Energy,India,993399121,Divya
A561,Vertex Group 11,Energy,UK,676564508,Neha
A562,Apex Health 12,Energy,Germany,323620127,Divya
A563,Nova Holdings 13,Banking,United Kingdom,673671448,Vikram
A564,Terra Systems 14,Healthcare,United States,133960537,Priya
A565,Zen Energy 15,Healthcare,Germany,220507410,Rahul
A566,Nova Group 16,Software,United States,465196671,Karthik
A567,Blue Systems 17,Manufacturing,United Kingdom,878001797,Vikram
A568,Nova Tech 18,Banking,Singapore,193497030,Rahul
A569,Lumen Health 19,N/A,India,315344841,Karthik
A570,Delta Group 20,Healthcare,SG,,Priya
A571,Lumen Energy 21,Healthcare,US,283905107,Divya
A572,Vertex Tech 22,Software,Singapore,,Priya
A573,Prime Holdings 23,Manufacturing,Germany,578713043,Karthik
A574,Zen Systems 24,Software,United Kingdom,,Neha
A575,Vertex Health 25,Energy,India,340297471,Karthik
A576,Prime Holdings 26,Energy,United Kingdom,448709567,Rahul
A577,Vertex Systems 27,Software,India,474322976,Amit
A578,Nova Labs 28,Banking,Singapore,950866243,Neha
A579,Terra Labs 29,Retail,Germany,512119784,Sneha
A580,Prime Labs 30,Healthcare,Singapore,811474491,Neha
A581,Terra Group 31,Banking,India,535717670,Priya
A582,Prime Energy 32,Energy,SG,723594774,Rahul
A583,Blue Group 33,Software,United States,320827549,Divya
A584,Terra Health 34,Software,United Kingdom,195871622,Vikram
A585,Orion Tech 35,Manufacturing,United States,,Divya
A586,Orion Tech 36,Energy,India,864261139,Vikram
A587,Lumen Retail 37,Software,DE,486856173,Amit
A588,Blue Holdings 38,Misc,UK,245788098,Vikram
A589,Terra Labs 39,Software,Germany,583232960,Sneha
A590,Prime Tech 40,Energy,United States,541133739,Divya
A591,Apex Group 41,Banking,India,185967108,Karthik
A592,Lumen Systems 42,Manufacturing,DE,812682111,Priya
A593,Terra Health 43,Healthcare,Singapore,,Neha
A594,Delta Labs 44,Healthcare,Singapore,,Karthik
A595,Orion Tech 45,Manufacturing,SG,413267622,Rahul
A596,Vertex Systems 46,Banking,United Kingdom,242312411,Karthik
A597,Apex Systems 47,Manufacturing,United Kingdom,497034107,Karthik
A598,Vertex Holdings 48,Banking,United States,,Amit
A599,Prime Labs 49,Software,Germany,720362276,Divya
A600,vertex holdings 5 ,Manufacturing,US,811890569,
A601,terra systems 20 ,Healthcare,SG,,Amit
A602,apex tech 18 ,Software,Germany,,Neha
A603,prime tech 3 ,Manufacturing,Germany,,Vikram
A604,nova tech 21 ,Software,United States,226444910,Karthik
A605,delta energy 25 ,Software,United Kingdom,184189438,Karthik
A606,vertex retail 8 ,Energy,Singapore,731773948,Sneha
A607,zen health 37 ,Energy,Germany,301864129,Amit
A608,terra group 8 ,Retail,United Kingdom,954670083,Rahul
A609,zen health 37 ,Energy,Germany,301864129,Amit
A610,nova health 45 ,Energy,Germany,871348981,Priya
A611,blue systems 39 ,Manufacturing,germany,371031968,Karthik
A612,terra tech 38 ,Energy,United Kingdom,624117847,Vikram
A613,vertex holdings 49 ,Banking,Germany,,Neha
A614,orion tech 35 ,Healthcare,Germany,688638365,Vikram
A615,nova holdings 18 ,Retail,Singapore,625579419,Divya
A616,blue systems 48 ,Banking,United States,893112954,Rahul
A617,orion tech 43 ,Retail,Germany,197110078,Priya
A618,blue systems 45 ,N/A,Germany,290505619,Rahul
A619,lumen health 12 ,Healthcare,IN,103484630,Karthik
A620,prime labs 45 ,Energy,US,927175323,Priya
A621,prime tech 9 ,Software,Germany,640273782,Priya
A622,blue group 41 ,Retail,IN,455295629,Rahul
A623,apex labs 23 ,Healthcare,Singapore,469403820,Divya
A624,prime tech 42 ,Software,Singapore,988651295,Amit
A625,prime systems 42 ,Healthcare,United Kingdom,233815413,Karthik
A626,vertex health 49 ,Energy,US,827579147,Priya
A627,terra holdings 44 ,Healthcare,United States,733846414,Sneha
A628,lumen energy 12 ,Manufacturing,India,216076355,Divya
A629,lumen labs 42 ,Manufacturing,United States,881656471,Karthik
A630,prime systems 42  ,Healthcare,United Kingdom,233815413,Karthik
A631,orion holdings 29 ,Energy,Singapore,652348887,Priya
A632,delta labs 43 ,Software,US,342925794,Rahul
A633,lumen retail 26 ,Banking,Germany,365785059,Rahul
A634,blue retail 23 ,Manufacturing,Germany,835187452,Neha
A635,delta health 0 ,Software,Germany,424400672,Vikram
A636,prime systems 11 ,N/A,United Kingdom,699140867,Sneha
A637,vertex holdings 48 ,Banking,United States,,Amit
A638,blue holdings 0 ,Retail,SG,513028367,Sneha
A639,lumen energy 22 ,Healthcare,United States,151227475,Amit
A640,vertex retail 47 ,Software,Germany,809391059,Karthik
A641,apex tech 18  ,Software,Germany,,Neha
A642,zen group 49 ,Healthcare,United Kingdom,874881231,Priya
A643,lumen retail 32 ,Manufacturing,DE,453566796,Amit
A644,prime group 45 ,Retail,Singapore,,Rahul
A645,lumen systems 34 ,Software,UK,203950725,Vikram
A646,vertex tech 20 ,Manufacturing,India,632711663,
A647,nova energy 10 ,Energy,India,993399121,Divya
A648,prime labs 10 ,Retail,Singapore,,Priya
A649,zen tech 8 ,Software,India,709004943,Divya
