Account_ID,Account_Name,Industry,Country,DUNS,Owner
A424,DELTA RETAIL 24,Energy,United States,297560682.0,Karthik
A425,NOVA HOLDINGS 25,Manufacturing,United States,689324397.0,Priya
A426,NOVA HEALTH 26,Energy,United Kingdom,483474399.0,Sneha
A427,ORION SYSTEMS 27,Healthcare,India,808049250.0,Amit
A428,TERRA ENERGY 28,Software,Singapore,337861414.0,Vikram
A430,NOVA HOLDINGS 30,Banking,Singapore,250325647.0,Sneha
A431,NOVA SYSTEMS 31,Manufacturing,United Kingdom,721589989.0,Sneha
A433,VERTEX SYSTEMS 33,Manufacturing,United States,966015789.0,Amit
A434,BLUE GROUP 34,Manufacturing,Singapore,256980036.0,Neha
A435,APEX RETAIL 35,Retail,United Kingdom,817888322.0,Divya
A436,VERTEX GROUP 36,Banking,Germany,855631043.0,Karthik
A437,TERRA HOLDINGS 37,Software,United Kingdom,997078087.0,Karthik
A438,ZEN LABS 38,Healthcare,Germany,748766605.0,
A439,VERTEX HOLDINGS 39,Manufacturing,United States,300688440.0,Priya
A440,PRIME ENERGY 40,Software,United States,734356903.0,Vikram
A441,ZEN TECH 41,Manufacturing,India,257695200.0,Karthik
A442,LUMEN LABS 42,Manufacturing,United States,881656471.0,Karthik
A443,ZEN GROUP 43,Software,India,991596102.0,Amit
A444,BLUE HEALTH 44,Energy,Singapore,734147620.0,Vikram
A445,BLUE SYSTEMS 45,Unclassified,Germany,290505619.0,Rahul
A446,LUMEN SYSTEMS 46,Energy,Singapore,932010779.0,Vikram
A447,PRIME ENERGY 47,Energy,Singapore,961463274.0,Vikram
A448,TERRA SYSTEMS 48,Healthcare,United Kingdom,189998443.0,Vikram
A449,ZEN TECH 49,Banking,United Kingdom,,
A450,DELTA LABS 0,Retail,United States,380571840.0,Vikram
A451,DELTA HEALTH 1,Software,Singapore,941586401.0,Amit
A452,LUMEN GROUP 2,Healthcare,United Kingdom,527488567.0,Priya
A453,VERTEX HOLDINGS 3,Manufacturing,United States,691176704.0,Rahul
A454,PRIME TECH 4,Retail,United States,194640346.0,Sneha
A455,NOVA TECH 5,Software,United Kingdom,864080940.0,Rahul
A456,VERTEX GROUP 6,Unclassified,United States,823728171.0,Sneha
A457,BLUE SYSTEMS 7,Software,India,729298787.0,Rahul
A458,NOVA HEALTH 8,Manufacturing,India,975652436.0,Sneha
A459,PRIME TECH 9,Software,Germany,640273782.0,Priya
A460,ORION HEALTH 10,Software,Singapore,913330750.0,Neha
A462,LUMEN TECH 12,Healthcare,United Kingdom,,Divya
A463,LUMEN HOLDINGS 13,Healthcare,India,296263306.0,Sneha
A466,DELTA ENERGY 16,Manufacturing,Germany,920620417.0,Karthik
A467,ZEN HOLDINGS 17,Unclassified,Germany,639528648.0,Amit
A468,NOVA GROUP 18,Banking,Germany,208177158.0,Karthik
A469,LUMEN HEALTH 19,Software,United States,297475805.0,Sneha
A471,ZEN LABS 21,Retail,United Kingdom,110460711.0,Neha
A472,LUMEN ENERGY 22,Healthcare,United States,151227475.0,Amit
A473,ZEN HEALTH 23,Energy,India,486876247.0,Karthik
A474,APEX LABS 24,Energy,United Kingdom,718361962.0,Amit
A475,DELTA ENERGY 25,Software,United Kingdom,184189438.0,Karthik
A476,BLUE HOLDINGS 26,Healthcare,Germany,534621392.0,Priya
A477,BLUE ENERGY 27,Healthcare,India,750027161.0,Karthik
A478,DELTA GROUP 28,Retail,Germany,351929030.0,Priya
A479,BLUE LABS 29,Banking,United States,157794625.0,
A481,BLUE HOLDINGS 31,Unclassified,United States,611267257.0,Karthik
A482,VERTEX HOLDINGS 32,Energy,Singapore,590209766.0,Vikram
A483,LUMEN HEALTH 33,Software,Singapore,574443895.0,Vikram
A484,BLUE HEALTH 34,Unclassified,United Kingdom,108930425.0,Neha
A485,ORION TECH 35,Healthcare,Germany,688638365.0,Vikram
A487,ZEN HEALTH 37,Energy,Germany,301864129.0,Amit
A488,ORION SYSTEMS 38,Manufacturing,United States,628276702.0,Rahul
A489,APEX TECH 39,Banking,United States,570746273.0,Sneha
A490,BLUE TECH 40,Healthcare,India,635148365.0,Neha
A491,DELTA SYSTEMS 41,Retail,India,,Sneha
A492,PRIME TECH 42,Energy,United Kingdom,575625690.0,Rahul
A493,VERTEX SYSTEMS 43,Retail,United States,435124877.0,Amit
A494,LUMEN SYSTEMS 44,Energy,India,155928537.0,Sneha
A495,ZEN LABS 45,Retail,India,524995927.0,Rahul
A496,TERRA GROUP 46,Retail,India,,Priya
A497,DELTA TECH 47,Unclassified,Singapore,235106204.0,Divya
A498,DELTA GROUP 48,Banking,Singapore,244667571.0,Rahul
A500,LUMEN HOLDINGS 0,Unclassified,Singapore,681544961.0,Rahul
A502,PRIME RETAIL 2,Software,Singapore,404007541.0,Divya
A503,NOVA SYSTEMS 3,Unclassified,India,621162378.0,Rahul
A504,PRIME GROUP 4,Energy,Singapore,,Priya
A505,ZEN GROUP 5,Banking,India,487541399.0,Vikram
A506,APEX HEALTH 6,Energy,United Kingdom,,Priya
A507,ZEN LABS 7,Manufacturing,India,292090149.0,Vikram
A508,TERRA ENERGY 8,Energy,India,279110141.0,Vikram
A509,DELTA HOLDINGS 9,Manufacturing,Singapore,438395096.0,Divya
A511,VERTEX GROUP 11,Banking,United Kingdom,739695468.0,
A512,ORION TECH 12,Retail,United States,928416590.0,Karthik
A514,ORION HEALTH 14,Software,United States,182894551.0,Neha
A515,VERTEX SYSTEMS 15,Healthcare,United States,,Divya
A516,PRIME LABS 16,Banking,United Kingdom,800916306.0,Rahul
A517,APEX HEALTH 17,Healthcare,Germany,639449617.0,Amit
A518,PRIME GROUP 18,Manufacturing,India,411152157.0,Amit
A519,DELTA SYSTEMS 19,Energy,United States,527915151.0,Amit
A520,VERTEX RETAIL 20,Energy,United States,889917232.0,Sneha
A521,ORION LABS 21,Manufacturing,India,473992719.0,Divya
A522,APEX HEALTH 22,Healthcare,Singapore,574819483.0,Neha
A523,ZEN RETAIL 23,Retail,India,220658235.0,Sneha
A524,BLUE HEALTH 24,Unclassified,Singapore,456349916.0,Sneha
A525,LUMEN HEALTH 25,Manufacturing,United States,850282713.0,Vikram
A526,LUMEN TECH 26,Banking,Singapore,763534625.0,Neha
A527,NOVA LABS 27,Energy,India,215847550.0,
A528,ZEN LABS 28,Energy,Germany,741138124.0,Amit
A529,LUMEN GROUP 29,Energy,United States,427413432.0,Vikram
A530,APEX ENERGY 30,Healthcare,United States,638214657.0,Rahul
A531,PRIME TECH 31,Healthcare,United Kingdom,521815818.0,Priya
A532,LUMEN RETAIL 32,Manufacturing,Germany,453566796.0,Amit
A533,BLUE RETAIL 33,Healthcare,United States,245226262.0,Amit
A534,BLUE ENERGY 34,Unclassified,Singapore,921879587.0,Vikram
A535,ORION GROUP 35,Energy,Germany,936560721.0,Amit
A536,APEX HEALTH 36,Manufacturing,United States,838066391.0,
A537,VERTEX HOLDINGS 37,Manufacturing,India,297543237.0,Neha
A538,BLUE HOLDINGS 38,Banking,Germany,389758574.0,Sneha
A539,ZEN SYSTEMS 39,Software,United States,448854016.0,Sneha
A540,PRIME TECH 40,Software,Germany,897218787.0,Rahul
A541,NOVA GROUP 41,Banking,Singapore,677532596.0,Rahul
A543,ORION TECH 43,Retail,Germany,197110078.0,Priya
A544,TERRA HOLDINGS 44,Healthcare,United States,733846414.0,Sneha
A545,NOVA HEALTH 45,Energy,Germany,871348981.0,Priya
A546,VERTEX ENERGY 46,Energy,India,649397669.0,Amit
A547,LUMEN LABS 47,Unclassified,Germany,808165309.0,Amit
A548,BLUE TECH 48,Healthcare,United States,410075739.0,Priya
A550,ZEN GROUP 0,Software,United States,687703577.0,Sneha
A551,BLUE HOLDINGS 1,Unclassified,India,999811151.0,Divya
A552,APEX SYSTEMS 2,Retail,India,842507091.0,Amit
A554,NOVA HEALTH 4,Banking,Singapore,665918566.0,Sneha
A555,TERRA TECH 5,Energy,United States,194134670.0,Karthik
A556,TERRA ENERGY 6,Manufacturing,Germany,239278422.0,Neha
A557,VERTEX GROUP 7,Manufacturing,Singapore,307828574.0,
A558,VERTEX SYSTEMS 8,Retail,India,544573290.0,Divya
A559,ZEN TECH 9,Energy,Singapore,430468261.0,Divya
A560,NOVA ENERGY 10,Energy,India,993399121.0,Divya
A562,APEX HEALTH 12,Energy,Germany,323620127.0,Divya
A563,NOVA HOLDINGS 13,Banking,United Kingdom,673671448.0,Vikram
A565,ZEN ENERGY 15,Healthcare,Germany,220507410.0,Rahul
A566,NOVA GROUP 16,Software,United States,465196671.0,Karthik
A567,BLUE SYSTEMS 17,Manufacturing,United Kingdom,878001797.0,Vikram
A568,NOVA TECH 18,Banking,Singapore,193497030.0,Rahul
A570,DELTA GROUP 20,Healthcare,Singapore,,Priya
A571,LUMEN ENERGY 21,Healthcare,United States,283905107.0,Divya
A572,VERTEX TECH 22,Software,Singapore,,Priya
A573,PRIME HOLDINGS 23,Manufacturing,Germany,578713043.0,Karthik
A576,PRIME HOLDINGS 26,Energy,United Kingdom,448709567.0,Rahul
A577,VERTEX SYSTEMS 27,Software,India,474322976.0,Amit
A578,NOVA LABS 28,Banking,Singapore,950866243.0,Neha
A579,TERRA LABS 29,Retail,Germany,512119784.0,Sneha
A580,PRIME LABS 30,Healthcare,Singapore,811474491.0,Neha
A581,TERRA GROUP 31,Banking,India,535717670.0,Priya
A582,PRIME ENERGY 32,Energy,Singapore,723594774.0,Rahul
A583,BLUE GROUP 33,Software,United States,320827549.0,Divya
A584,TERRA HEALTH 34,Software,United Kingdom,195871622.0,Vikram
A586,ORION TECH 36,Energy,India,864261139.0,Vikram
A587,LUMEN RETAIL 37,Software,Germany,486856173.0,Amit
A591,APEX GROUP 41,Banking,India,185967108.0,Karthik
A592,LUMEN SYSTEMS 42,Manufacturing,Germany,812682111.0,Priya
A593,TERRA HEALTH 43,Healthcare,Singapore,,Neha
A594,DELTA LABS 44,Healthcare,Singapore,,Karthik
A595,ORION TECH 45,Manufacturing,Singapore,413267622.0,Rahul
A596,VERTEX SYSTEMS 46,Banking,United Kingdom,242312411.0,Karthik
A597,APEX SYSTEMS 47,Manufacturing,United Kingdom,497034107.0,Karthik
A598,VERTEX HOLDINGS 48,Banking,United States,,Amit
A599,PRIME LABS 49,Software,Germany,720362276.0,Divya
